time,E1C1,E1C2,E1C3,E1C4,E1C5,E1C6,E1C7,E1C8
0.0024780991239649586,-0.08776976001371249,-0.014679100760283222,-0.014712347451800995,-0.014718931955524001,-0.005255096614970565,-0.005449494602831568,-0.00547752505233202,-0.0025355837601547843
0.002480099203968159,-0.08777246946985053,-0.014679587050893752,-0.014712831205661456,-0.014719419037746042,-0.0052553015852452815,-0.00544969291364552,-0.005477725783108902,-0.0025356850843658296
0.002482099283971359,-0.0877695749482696,-0.01467907399325611,-0.014712319345516778,-0.014718904895154945,-0.005255093949090171,-0.0054494871817838296,-0.00547751829892478,-0.002535581695071002
0.0024840993639745593,-0.0877722645954892,-0.014679556882309992,-0.014712799709446424,-0.01471938857005427,-0.005255297588772739,-0.005449684178439584,-0.005477717702216533,-0.00253568238479399
0.0024860994439777594,-0.08776935015936269,-0.0146790404049817,-0.014712284441297793,-0.014718871001975586,-0.005255088614938534,-0.005449477125416261,-0.005477508883473459,-0.0025355783576310573
0.0024880995239809594,-0.08777201978717405,-0.014679519856342247,-0.01471276137928109,-0.01471935123335387,-0.005255290909906183,-0.0054496727939575915,-0.005477706945183527,-0.002535678406130295
0.0024900996039841595,-0.0877690852275456,-0.01467899992344974,-0.014712242667375188,-0.014718830203852758,-0.0052550805843726515,-0.005449464405917899,-0.0054774967778874455,-0.0025355737344124967
0.0024920996839873596,-0.08777173462853123,-0.014679475901507283,-0.014712716143922007,-0.014719306956039622,-0.005255281520708068,-0.005449658732591904,-0.005477693484124636,-0.002535673135050324
0.0024940997639905597,-0.08776877973952538,-0.01467895247770554,-0.01471219395303247,-0.014718782429710814,-0.005255069829661032,-0.005449448995885051,-0.005477481954487445,-0.0025355678121892094
0.0024960998439937598,-0.08777140870935735,-0.014679424947380545,-0.014712663933181045,-0.014719255667566844,-0.005255269393653509,-0.0054496419671433505,-0.005477677291567081,-0.002535666558426559
0.0024980999239969603,-0.08776843328819806,-0.014678897997856225,-0.014712138228611496,-0.014718727609537626,-0.005255056323486002,-0.00544943086832369,-0.005477464386007823,-0.0025355605779325972
0.0025001000040001603,-0.08777104162565597,-0.014679366924602305,-0.014712604677931573,-0.014719197298457578,-0.0052552545016326295,-0.005449622470823628,-0.005477658340452935,-0.002535658663329574
0.0025021000840033604,-0.08776804547268496,-0.014678836415077006,-0.014712075425518842,-0.014718665674391082,-0.005255040038946224,-0.005449409996651866,-0.005477444045599028,-0.002535552018812709
0.0025041001640065605,-0.08777063297967654,-0.01467930176488445,-0.014712538310115101,-0.01471913178030726,-0.005255236817953277,-0.00544960021725783,-0.005477636604141759,-0.002535649437029246
0.0025061002440097606,-0.08776761589836993,-0.014678767661617517,-0.014712005476232186,-0.01471859655640537,-0.005255020949559133,-0.005449386354702164,-0.005477420906830158,-0.002535542122199446
0.0025081003240129606,-0.08777018237994623,-0.014679229401015844,-0.014712464762746878,-0.014719059045790272,-0.005255216316343052,-0.005449575180486578,-0.005477612056412689,-0.002535638866995778
0.0025101004040161607,-0.08776714417693515,-0.014678691670807945,-0.014711928314306273,-0.01471852018879711,-0.005254999029263328,-0.005449359916724066,-0.005477394943691258,-0.002535530875663718
0.002512100484019361,-0.08776968944130963,-0.014679149766869258,-0.014712383969922483,-0.014718979028666757,-0.0052551929709521005,-0.005449547334968726,-0.005477584671467205,-0.0025356269409009956
0.0025141005640225613,-0.0877666299263947,-0.014678608377064785,-0.014711843874378681,-0.014718436505871065,-0.005254974252420829,-0.005449330657386176,-0.005477366130595583,-0.0025355182669784745
0.0025161006440257614,-0.0877691537849602,-0.014679062797406692,-0.014712295866823339,-0.014718891663787934,-0.005255166756355012,-0.005449516655583295,-0.005477554423931062,-0.0025356136466193105
0.0025181007240289615,-0.08776607277112967,-0.01467851771589694,-0.014711752092176093,-0.014718345443026384,-0.005254946593819451,-0.005449298551778547,-0.005477334442382042,-0.002535504284119848
0.0025201008040321615,-0.08776857503847445,-0.014678968428685232,-0.014712200389722492,-0.01471879688710205,-0.005255137647553288,-0.005449483117631866,-0.005477521288856751,-0.002535598972228833
0.0025221008840353616,-0.08776547234192203,-0.014678419623911422,-0.014711652904519671,-0.014718246936762143,-0.00525491602867505,-0.005449263575414926,-0.005477299854317309,-0.00253548891526825
0.0025241009640385617,-0.08776795283584748,-0.01467886659786313,-0.014712097475990674,-0.014718694635660449,-0.005255105619977633,-0.00544944669684088,-0.005477485241725703,-0.0025355829060124987
0.0025261010440417618,-0.08776482827598579,-0.014678314038818774,-0.014711546249330694,-0.014718140924682986,-0.005254882532633567,-0.005449225704234824,-0.005477262342098024,-0.002535472148809343
0.002528101124044962,-0.08776728681752216,-0.014678757243204964,-0.014711987064101404,-0.014718584847622708,-0.005255070649489932,-0.005449407369363549,-0.005477446258450393,-0.0025355654364590235
0.002530101204048162,-0.08776414021700145,-0.014678200899439017,-0.014711432065636442,-0.014718027345504828,-0.005254846081773412,-0.00544918491460578,-0.0054772218818530454,-0.00253545397333515
