time,BrainSurface_free,BrainSurface
0.0025021000840033604,-0.0,-1.3882845045184918e-09
0.0025041001640065605,0.0,1.388284504870055e-09
0.0025061002440097606,0.0,-1.3882845047634836e-09
0.0025081003240129606,-0.0,1.3882845046504856e-09
0.0025101004040161607,0.0,-1.388284504613389e-09
0.002512100484019361,0.0,1.3882845046951465e-09
0.0025141005640225613,-0.0,-1.388284504652411e-09
0.0025161006440257614,0.0,1.388284504907509e-09
0.0025181007240289615,0.0,-1.3882845045931665e-09
0.0025201008040321615,-0.0,1.388284504558865e-09
0.0025221008840353616,0.0,-1.3882845045322777e-09
0.0025241009640385617,0.0,1.3882845046826391e-09
0.0025261010440417618,-0.0,-1.3882845047636588e-09
0.002528101124044962,0.0,1.3882845048941149e-09
0.002530101204048162,0.0,-1.3882845046652022e-09
0.0025321012840513624,-0.0,1.38828450482925e-09
0.0025341013640545625,0.0,-1.3882845045973324e-09
0.0025361014440577626,0.0,1.3882845048106366e-09
0.0025381015240609627,-0.0,-1.3882845048606527e-09
0.0025401016040641627,0.0,1.388284504790371e-09
0.002542101684067363,0.0,-1.3882845046257324e-09
0.002544101764070563,-0.0,1.3882845045681482e-09
0.002546101844073763,0.0,-1.3882845047284244e-09
0.0025481019240769635,0.0,1.3882845049152144e-09
0.0025501020040801636,-0.0,-1.3882845050026869e-09
0.0025521020840833636,0.0,1.3882845047650228e-09
0.0025541021640865637,0.0,-1.388284504550666e-09
0.002556102244089764,-0.0,1.38828450463902e-09
0.002558102324092964,0.0,-1.388284504515669e-09
0.002560102404096164,0.0,1.3882845046034767e-09
0.002562102484099364,-0.0,-1.3882845046937887e-09
0.002564102564102564,0.0,1.3882845049497864e-09
0.0025661026441057646,0.0,-1.3882845047114471e-09
0.0025681027241089647,-0.0,1.388284504617693e-09
0.0025701028041121648,0.0,-1.3882845046750359e-09
0.002572102884115365,0.0,1.3882845048734629e-09
0.002574102964118565,-0.0,-1.388284504743519e-09
0.002576103044121765,0.0,1.3882845047370622e-09
0.002578103124124965,0.0,-1.3882845047035957e-09
0.002580103204128165,-0.0,1.3882845045612433e-09
0.0025821032841313657,0.0,-1.3882845045840452e-09
0.0025841033641345657,0.0,1.3882845047099464e-09
0.002586103444137766,-0.0,-1.388284504787159e-09
0.002588103524140966,0.0,1.3882845047915383e-09
0.002590103604144166,0.0,-1.3882845047229766e-09
0.002592103684147366,-0.0,1.3882845047224958e-09
0.002594103764150566,0.0,-1.3882845046549608e-09
0.002596103844153766,0.0,1.3882845045919187e-09
0.0025981039241569663,-0.0,-1.3882845047534861e-09
0.002600104004160167,0.0,1.3882845047655416e-09
0.002602104084163367,0.0,-1.388284504746443e-09
0.002604104164166567,-0.0,1.3882845047089137e-09
0.002606104244169767,0.0,-1.3882845044811811e-09
0.002608104324172967,0.0,1.3882845048940812e-09
0.002610104404176167,-0.0,-1.3882845047148224e-09
0.0026121044841793672,0.0,1.3882845048079425e-09
0.0026141045641825673,0.0,-1.3882845045706138e-09
0.002616104644185768,-0.0,1.3882845045427354e-09
0.002618104724188968,0.0,-1.3882845046927835e-09
0.002620104804192168,0.0,1.3882845047303666e-09
0.002622104884195368,-0.0,-1.3882845047511967e-09
0.002624104964198568,0.0,1.3882845045891125e-09
0.0026261050442017682,0.0,-1.388284504604569e-09
0.0026281051242049683,-0.0,1.3882845046377838e-09
0.0026301052042081684,0.0,-1.38828450451451e-09
0.002632105284211369,0.0,1.388284504661538e-09
0.002634105364214569,-0.0,-1.3882845047547591e-09
0.002636105444217769,0.0,1.388284504867367e-09
0.002638105524220969,0.0,-1.3882845047915215e-09
0.002640105604224169,0.0,1.3882845047719442e-09
0.0026421056842273693,0.0,-1.38828450474083e-09
0.0026441057642305693,0.0,1.3882845045713988e-09
0.0026461058442337694,0.0,-1.3882845046979405e-09
0.0026481059242369695,0.0,1.3882845046061286e-09
0.00265010600424017,0.0,-1.3882845047447492e-09
0.00265210608424337,0.0,1.3882845048396713e-09
0.00265410616424657,0.0,-1.3882845046605687e-09
0.0026561062442497702,-0.0,1.3882845045640216e-09
0.0026581063242529703,0.0,-1.3882845047820048e-09
0.0026601064042561704,0.0,1.3882845046300474e-09
0.0026621064842593705,-0.0,-1.3882845048317843e-09
0.0026641065642625705,0.0,1.388284504691349e-09
0.002666106644265771,0.0,-1.3882845046531865e-09
0.002668106724268971,-0.0,1.388284504590632e-09
0.002670106804272171,0.0,-1.3882845046953483e-09
0.0026721068842753713,0.0,1.3882845047974208e-09
0.0026741069642785714,-0.0,-1.3882845047869148e-09
0.0026761070442817714,0.0,1.3882845045712053e-09
0.0026781071242849715,0.0,-1.3882845046531652e-09
0.0026801072042881716,-0.0,1.3882845045870166e-09
0.0026821072842913717,0.0,-1.3882845048508068e-09
0.002684107364294572,0.0,1.3882845047674311e-09
0.0026861074442977723,-0.0,-1.3882845049437997e-09
0.0026881075243009723,0.0,1.3882845046988084e-09
0.0026901076043041724,0.0,-1.3882845047329758e-09
0.0026921076843073725,0.0,1.3882845045286078e-09
0.0026941077643105726,0.0,-1.3882845049236756e-09
0.0026961078443137726,0.0,1.3882845049170228e-09
0.0026981079243169727,0.0,-1.388284504720428e-09
0.0027001080043201732,0.0,1.388284504543666e-09
0.0027021080843233733,-0.0,-1.3882845044946685e-09
0.0027041081643265734,0.0,1.3882845045376007e-09
0.0027061082443297735,0.0,-1.3882845047575064e-09
0.0027081083243329735,-0.0,1.3882845047587393e-09
0.0027101084043361736,0.0,-1.3882845049300294e-09
0.0027121084843393737,0.0,1.3882845046947559e-09
0.0027141085643425738,-0.0,-1.3882845047320264e-09
0.002716108644345774,0.0,1.3882845046561096e-09
0.0027181087243489744,0.0,-1.388284504954389e-09
0.0027201088043521744,-0.0,1.3882845048583724e-09
0.0027221088843553745,0.0,-1.3882845047570279e-09
0.0027241089643585746,0.0,1.3882845047698258e-09
0.0027261090443617747,0.0,-1.3882845047799458e-09
0.0027281091243649747,0.0,1.3882845046067408e-09
0.002730109204368175,0.0,-1.388284504686634e-09
0.002732109284371375,0.0,1.3882845046371092e-09
0.0027341093643745754,0.0,-1.3882845047792154e-09
0.0027361094443777755,-0.0,1.3882845047442455e-09
0.0027381095243809756,0.0,-1.3882845047426273e-09
0.0027401096043841756,0.0,1.3882845047352532e-09
0.0027421096843873757,-0.0,-1.3882845046176577e-09
0.002744109764390576,0.0,1.3882845047697923e-09
0.002746109844393776,0.0,-1.388284504630967e-09
0.002748109924396976,-0.0,1.3882845047049893e-09
0.002750110004400176,0.0,-1.3882845046467476e-09
0.0027521100844033765,0.0,1.3882845047102672e-09
0.0027541101644065766,0.0,-1.3882845046056549e-09
0.0027561102444097767,0.0,1.388284504749403e-09
0.0027581103244129768,0.0,-1.388284504727601e-09
0.002760110404416177,0.0,1.388284504444749e-09
0.002762110484419377,0.0,-1.388284504591607e-09
0.002764110564422577,-0.0,1.3882845047185886e-09
